location_id,country,city,latitude,longitude,facility
LOC-012290,India,Arianafort,24.4098,79.5854,Colocation Facility
LOC-012291,Canada,South Lorrainechester,55.3631,-110.2433,Cloud Environment (AWS)
LOC-012292,South Africa,Jonathanville,-25.9168,23.4843,HQ Data Center
LOC-012293,France,Karatown,43.9971,-2.842,Cloud Environment (Azure)
LOC-012294,France,North Julieview,48.1554,6.3493,Employee Home Network
LOC-012295,Japan,Port Seanchester,40.1867,135.4164,Colocation Facility
LOC-012296,India,East Johnville,23.339,78.1371,Branch Office
LOC-012297,Germany,Lake Robertoton,54.3279,11.4068,Regional Data Center
LOC-012298,India,Mackfort,19.505,80.985,Employee Home Network
LOC-012299,Japan,New Robert,31.2907,140.413,Regional Data Center
LOC-012300,India,East Jessica,20.855,74.228,HQ Data Center
LOC-012301,Australia,Karaport,-21.9596,129.2618,HQ Data Center
LOC-012302,UAE,South Sandra,20.6052,53.0087,Cloud Environment (Azure)
LOC-012303,Australia,Jonathanshire,-29.7948,135.8721,HQ Data Center
LOC-012304,Australia,Johnstonberg,-20.439,138.4088,Colocation Facility
LOC-012305,Mexico,Dannyfort,21.5844,-99.5529,Remote/VPN Access Point
LOC-012306,Netherlands,Port Robert,47.8079,1.5593,Branch Office
LOC-012307,Japan,Victoriamouth,31.8631,133.7346,HQ Data Center
LOC-012308,South Korea,Williammouth,32.7084,129.1238,HQ Data Center
LOC-012309,Brazil,Lake Todd,-15.2457,-51.1127,Cloud Environment (AWS)
LOC-012310,South Korea,North Marymouth,39.8904,125.8719,Branch Office
LOC-012311,Japan,New Julie,36.138,135.8882,HQ Data Center
LOC-012312,Germany,West Deborah,47.505,14.9063,Employee Home Network
LOC-012313,Brazil,Port Russellfort,-16.4442,-48.5901,Cloud Environment (AWS)
LOC-012314,USA,Martinezmouth,39.7584,-96.3584,Regional Data Center
LOC-012315,Australia,Lake Richard,-30.0415,135.7061,HQ Data Center
LOC-012316,Singapore,South Keithbury,-1.7651,103.7569,Branch Office
LOC-012317,South Korea,West Bryanburgh,39.6527,126.0909,Employee Home Network
LOC-012318,Australia,Nicholaston,-23.8282,135.4233,Cloud Environment (Azure)
LOC-012319,Mexico,West Davidville,20.4081,-104.3304,Branch Office
LOC-012320,South Africa,Flemingfort,-29.97,18.2953,Branch Office
LOC-012321,Canada,Bellfort,51.7193,-107.1018,Remote/VPN Access Point
LOC-012322,UAE,South Danielberg,22.7176,57.351,Colocation Facility
LOC-012323,Brazil,Johnstonmouth,-9.7198,-48.391,Regional Data Center
LOC-012324,USA,South Russellmouth,40.9763,-98.2296,Employee Home Network
LOC-012325,Singapore,South Morganport,-1.6285,108.1606,Employee Home Network
LOC-012326,India,Lake Stephen,20.7749,75.6707,Employee Home Network
LOC-012327,UAE,Lake Kellyhaven,18.8717,57.1124,HQ Data Center
LOC-012328,Germany,South Rebekahchester,51.0915,6.3415,HQ Data Center
LOC-012329,USA,Sandersburgh,32.1208,-94.3728,HQ Data Center
LOC-012330,UAE,Johnsonstad,19.9464,51.2411,Cloud Environment (AWS)
LOC-012331,South Africa,Johnland,-27.8751,18.0338,HQ Data Center
LOC-012332,Canada,Bowmanbury,55.7708,-106.4561,Regional Data Center
LOC-012333,USA,West Williamchester,40.9564,-96.727,HQ Data Center
LOC-012334,Brazil,Ninaberg,-10.4345,-54.318,Remote/VPN Access Point
LOC-012335,Mexico,Robertport,24.6267,-104.7458,Remote/VPN Access Point
LOC-012336,South Korea,Romanhaven,37.6217,131.686,Colocation Facility
LOC-012337,South Korea,Lake Bradley,31.6567,132.353,Cloud Environment (Azure)
LOC-012338,UK,South Christine,57.2727,1.4159,Employee Home Network
LOC-012339,UK,Steeleville,54.6934,-8.2495,Remote/VPN Access Point
LOC-012340,Netherlands,Jenniferstad,53.6144,8.8633,HQ Data Center
LOC-012341,UK,Lake Lisafurt,57.6198,-8.2427,Cloud Environment (Azure)
LOC-012342,UAE,East Jonathanfort,24.921,57.3621,Colocation Facility
LOC-012343,Australia,North Michelle,-23.0641,134.6224,Cloud Environment (AWS)
LOC-012344,South Korea,Port Kelli,36.2118,125.9375,Colocation Facility
LOC-012345,Mexico,Port Lisachester,21.1363,-97.7734,Branch Office
LOC-012346,South Africa,Gonzalesfurt,-33.6397,23.7874,Remote/VPN Access Point
LOC-012347,Australia,Justintown,-28.3725,134.84,Cloud Environment (AWS)
LOC-012348,UAE,Jimmyburgh,18.8506,51.1806,Remote/VPN Access Point
LOC-012349,UAE,Ericville,22.833,49.6904,Remote/VPN Access Point
LOC-012350,Singapore,Levineview,-1.0977,106.139,Branch Office
LOC-012351,France,West Jeffrey,48.3619,1.3,Branch Office
LOC-012352,Japan,New Julie,38.9162,139.7124,HQ Data Center
LOC-012353,UAE,South Andreatown,21.717,52.2423,Employee Home Network
LOC-012354,Canada,Angelaland,54.19,-107.4233,Branch Office
LOC-012355,USA,New Antonio,37.3765,-98.5347,Remote/VPN Access Point
LOC-012356,UK,Shawnburgh,57.4829,-8.2756,Cloud Environment (Azure)
LOC-012357,Singapore,East Nicholasmouth,5.677,100.4792,Employee Home Network
LOC-012358,UAE,Phillipsmouth,27.7924,52.2667,Branch Office
LOC-012359,Singapore,Dennisville,0.347,108.3249,Cloud Environment (AWS)
LOC-012360,Australia,Davidmouth,-29.5805,138.5401,Cloud Environment (Azure)
LOC-012361,USA,Lake Michaelstad,39.6451,-96.4479,Colocation Facility
LOC-012362,South Korea,Smithburgh,30.9531,127.9973,Colocation Facility
LOC-012363,India,Barryfurt,16.4799,77.7438,Colocation Facility
LOC-012364,South Africa,Prestonview,-32.3861,26.7936,Employee Home Network
LOC-012365,UAE,Christopherborough,25.2008,55.9046,Cloud Environment (Azure)
LOC-012366,South Korea,Sarahshire,34.603,126.9823,Cloud Environment (Azure)
LOC-012367,Netherlands,Riosmouth,52.8989,5.8592,Regional Data Center
LOC-012368,Singapore,Carlsonfurt,3.3766,107.9853,Remote/VPN Access Point
LOC-012369,South Korea,West Ryan,33.8536,126.1344,Branch Office
LOC-012370,Mexico,South Deborahmouth,24.3771,-103.5588,Branch Office
LOC-012371,South Korea,Bryanland,33.4454,132.5678,Colocation Facility
LOC-012372,Canada,Mcbrideshire,58.6853,-106.115,Remote/VPN Access Point
LOC-012373,Singapore,Nealstad,2.4237,102.7328,HQ Data Center
LOC-012374,UK,Port Brendafort,56.4283,-4.3917,Regional Data Center
LOC-012375,Germany,Briannaborough,47.9988,11.0104,Branch Office
LOC-012376,South Africa,Port Tiffanymouth,-34.7922,24.5655,Branch Office
LOC-012377,India,West Kathy,20.3874,78.6259,Cloud Environment (AWS)
LOC-012378,Canada,Lindsaymouth,51.5549,-108.4319,Employee Home Network
LOC-012379,UAE,Lake Carlfort,22.6724,49.0765,Regional Data Center
LOC-012380,India,Wattsville,20.7498,81.6144,Branch Office
LOC-012381,Mexico,West Robert,28.2485,-98.2538,Remote/VPN Access Point
LOC-012382,Netherlands,South Joshuafurt,50.3199,2.0848,Cloud Environment (Azure)
LOC-012383,Canada,West Edgarchester,61.0482,-103.9081,Regional Data Center
LOC-012384,Singapore,Johnberg,3.8878,103.8993,Branch Office
LOC-012385,Netherlands,Port Emily,52.0943,5.5001,Remote/VPN Access Point
LOC-012386,France,Rebeccamouth,46.5179,5.9501,Remote/VPN Access Point
LOC-012387,UK,Lake Ericaville,59.2136,-8.1996,Remote/VPN Access Point
LOC-012388,Germany,North Josephville,51.4293,6.7803,Branch Office
LOC-012389,Canada,New Jennifer,54.6859,-104.6136,HQ Data Center
LOC-012390,Brazil,New Angelaview,-14.1514,-52.4529,Regional Data Center
LOC-012391,Australia,Port Maryview,-30.2685,136.5481,Branch Office
LOC-012392,South Korea,South Kayla,34.0946,130.7212,Colocation Facility
LOC-012393,South Korea,Angelaville,31.5043,124.9664,Employee Home Network
LOC-012394,Germany,South Zachary,48.3385,9.342,Remote/VPN Access Point
LOC-012395,UK,Websterbury,60.0991,-3.7184,Cloud Environment (AWS)
LOC-012396,Australia,Lake Alexistown,-22.6296,129.7066,Colocation Facility
LOC-012397,South Korea,Zacharyshire,33.1467,128.9251,Colocation Facility
LOC-012398,Japan,West Melissahaven,38.2926,139.6655,Cloud Environment (Azure)
LOC-012399,South Korea,New Davidtown,33.5521,125.1877,Remote/VPN Access Point
LOC-012400,UAE,East Justin,21.8443,53.2839,Cloud Environment (Azure)
LOC-012401,South Korea,West Virginiaside,35.4038,126.3838,Employee Home Network
LOC-012402,Brazil,Lake Jenniferton,-17.2053,-49.3006,Cloud Environment (AWS)
LOC-012403,Singapore,Nicholasbury,5.0562,102.73,Cloud Environment (AWS)
LOC-012404,Brazil,Susanhaven,-12.538,-49.2664,Colocation Facility
LOC-012405,Singapore,Patrickshire,-3.3914,106.0768,HQ Data Center
LOC-012406,South Africa,Lake Jackville,-28.2754,19.4883,Colocation Facility
LOC-012407,France,North Colton,46.7109,-1.0891,Regional Data Center
LOC-012408,Mexico,Carrollchester,24.6396,-98.3446,Cloud Environment (Azure)
LOC-012409,Brazil,East Susanland,-14.0321,-50.6666,Employee Home Network
LOC-012410,Brazil,West Rebecca,-14.4496,-53.6405,HQ Data Center
LOC-012411,UK,Gallegosview,52.6222,0.953,Employee Home Network
LOC-012412,Netherlands,New Danny,48.3467,3.7368,Branch Office
LOC-012413,Brazil,Ashleeborough,-16.5095,-48.1446,Cloud Environment (Azure)
LOC-012414,UAE,Waterston,24.899,50.4816,Regional Data Center
LOC-012415,Netherlands,Meyersview,55.2631,8.0064,Regional Data Center
LOC-012416,UK,Brendamouth,56.0788,0.6949,Colocation Facility
LOC-012417,Brazil,Port Geraldtown,-15.6155,-55.1378,Regional Data Center
LOC-012418,Netherlands,North John,49.6508,7.0334,Remote/VPN Access Point
LOC-012419,India,Lake Meganchester,17.9373,77.0124,Branch Office
LOC-012420,Canada,Robertstad,55.6198,-105.1451,Regional Data Center
LOC-012421,Germany,Baldwinville,50.1588,8.4355,Cloud Environment (Azure)
LOC-012422,UK,Myersfort,57.2365,0.1244,Remote/VPN Access Point
LOC-012423,Brazil,East Andrewshire,-18.8987,-54.3549,Remote/VPN Access Point
LOC-012424,Brazil,Melissaport,-10.579,-53.3448,Branch Office
LOC-012425,Canada,New Ashley,57.7461,-103.6749,HQ Data Center
LOC-012426,USA,Robertsville,41.5389,-93.4273,Employee Home Network
LOC-012427,Japan,Nelsonton,38.9299,141.9909,Cloud Environment (Azure)
LOC-012428,South Africa,Thomasshire,-31.0967,20.6631,Branch Office
LOC-012429,UAE,Jamesberg,23.8258,57.8948,Cloud Environment (Azure)
LOC-012430,South Africa,Port Jeremy,-26.8535,22.4449,Regional Data Center
LOC-012431,Netherlands,Ferrellview,54.0287,2.6247,Remote/VPN Access Point
LOC-012432,Germany,Cruzville,46.4122,13.6812,Employee Home Network
LOC-012433,Mexico,South Corey,25.8026,-102.0617,Remote/VPN Access Point
LOC-012434,Singapore,Lake Michelle,5.0806,100.5872,Remote/VPN Access Point
LOC-012435,India,Lisastad,17.1521,82.9329,Remote/VPN Access Point
LOC-012436,South Africa,Kingside,-26.6832,25.584,Remote/VPN Access Point
LOC-012437,South Korea,Wilsontown,35.1509,128.0185,HQ Data Center
LOC-012438,UAE,Melissaborough,25.5459,52.8535,Remote/VPN Access Point
LOC-012439,France,West Nicole,43.3444,-1.4561,Employee Home Network
LOC-012440,Netherlands,New Jeffreyview,51.7861,1.4056,Employee Home Network
LOC-012441,UAE,Maryfort,22.9851,53.6521,Cloud Environment (AWS)
LOC-012442,Australia,Annehaven,-21.382,130.001,Colocation Facility
LOC-012443,UK,New Georgechester,51.0279,-3.5481,Colocation Facility
LOC-012444,Mexico,Watsonborough,23.3716,-106.6948,Employee Home Network
LOC-012445,Germany,West Elizabeth,46.7963,5.652,Branch Office
LOC-012446,Mexico,Patrickmouth,19.3882,-100.6444,Cloud Environment (AWS)
LOC-012447,Japan,Barkerberg,35.4564,141.9242,Cloud Environment (AWS)
LOC-012448,Japan,South Amber,32.901,140.7202,Colocation Facility
LOC-012449,Canada,Port Grantmouth,58.3742,-106.1196,Colocation Facility
LOC-012450,Brazil,West David,-10.4361,-52.9924,Cloud Environment (AWS)
LOC-012451,UAE,New Jodi,19.8103,51.968,Cloud Environment (Azure)
LOC-012452,UK,Tammyfort,52.9544,-4.3878,Colocation Facility
LOC-012453,Brazil,East Rebeccaberg,-18.8108,-50.0558,Cloud Environment (AWS)
LOC-012454,Japan,North Michellefort,39.6258,134.1729,Remote/VPN Access Point
LOC-012455,UAE,Lake Teresachester,25.08,52.4409,Cloud Environment (Azure)
LOC-012456,Australia,New Kenneth,-25.7134,132.4811,Cloud Environment (Azure)
LOC-012457,Germany,East Kaitlynshire,55.7317,15.4174,HQ Data Center
LOC-012458,India,Josephbury,23.4452,75.854,Cloud Environment (AWS)
LOC-012459,Germany,Elizabethview,53.9388,7.8433,Regional Data Center
LOC-012460,Singapore,Port Dawnbury,-2.3621,101.6793,Cloud Environment (AWS)
LOC-012461,USA,North Juliaburgh,35.5488,-97.566,Cloud Environment (Azure)
LOC-012462,South Africa,Lake Isabella,-33.7522,18.5996,Cloud Environment (AWS)
LOC-012463,South Africa,Masseychester,-29.9016,18.78,Cloud Environment (AWS)
LOC-012464,Netherlands,Gateston,53.1692,0.3106,HQ Data Center
LOC-012465,Japan,Hendersonfort,35.7669,139.7845,Branch Office
LOC-012466,South Africa,Thomasberg,-26.8545,20.0328,Colocation Facility
LOC-012467,Mexico,Lake Saraland,27.2706,-104.4257,Branch Office
LOC-012468,Germany,West Aaronbury,50.1682,8.4114,Regional Data Center
LOC-012469,Australia,Johnmouth,-20.3972,137.3276,Regional Data Center
LOC-012470,Germany,South Andrew,48.5964,14.6341,Cloud Environment (Azure)
LOC-012471,South Africa,Lake Amyfort,-28.2318,18.2681,Cloud Environment (Azure)
LOC-012472,Australia,Floydstad,-20.795,135.7562,Employee Home Network
LOC-012473,Australia,East Michelle,-22.5817,134.7327,Remote/VPN Access Point
LOC-012474,Canada,Douglasmouth,57.018,-105.2938,Employee Home Network
LOC-012475,Brazil,New Jeremy,-18.8122,-55.9724,Employee Home Network
LOC-012476,India,East Joseph,19.1975,79.2915,Cloud Environment (Azure)
LOC-012477,Australia,Nicolefort,-24.7558,130.6412,Cloud Environment (AWS)
LOC-012478,Mexico,Hayesburgh,21.292,-98.3251,Regional Data Center
LOC-012479,Singapore,Bryantstad,0.0611,106.8659,Branch Office
LOC-012480,Netherlands,Craigton,51.0931,4.9996,Branch Office
LOC-012481,Japan,North Dominique,36.2103,135.6056,Remote/VPN Access Point
LOC-012482,France,Jacobville,44.7224,-0.0174,Cloud Environment (AWS)
LOC-012483,India,Aliciachester,22.2107,83.2715,Branch Office
LOC-012484,Netherlands,East Jenniferborough,48.4555,4.4164,Employee Home Network
LOC-012485,Netherlands,New Margaret,49.0615,1.6875,HQ Data Center
LOC-012486,Japan,Weaverhaven,39.4117,141.096,Remote/VPN Access Point
LOC-012487,UK,Gregorytown,59.0536,-2.6304,Cloud Environment (Azure)
LOC-012488,Canada,Stevenshire,57.2287,-109.9454,Cloud Environment (AWS)
LOC-012489,USA,West Elizabeth,38.2323,-98.9637,Employee Home Network
LOC-012490,Singapore,Sergiofort,5.9222,105.2428,Regional Data Center
LOC-012491,India,South Barbarabury,19.9024,80.5999,Cloud Environment (Azure)
LOC-012492,India,New Matthew,21.3522,81.3415,Employee Home Network
LOC-012493,UK,Lake Danielle,59.1266,-7.492,HQ Data Center
LOC-012494,Germany,West Lance,51.2817,12.6845,Branch Office
LOC-012495,Canada,Port Robertfort,58.6974,-101.6274,HQ Data Center
LOC-012496,USA,Robertmouth,35.781,-100.6871,Regional Data Center
LOC-012497,Canada,Foxland,54.6242,-108.3661,Colocation Facility
LOC-012498,USA,Lewischester,36.436,-90.8367,HQ Data Center
LOC-012499,South Korea,Port Jeffreyshire,37.1885,126.6494,HQ Data Center
LOC-012500,Germany,Christineport,46.5469,12.7254,HQ Data Center
LOC-012501,India,Tiffanyshire,24.238,77.2302,Remote/VPN Access Point
LOC-012502,South Africa,Lake Teresa,-31.3592,18.107,Branch Office
LOC-012503,USA,Lake Annmouth,40.2913,-91.6856,Branch Office
LOC-012504,Mexico,East Stephanie,21.037,-107.5431,Regional Data Center
LOC-012505,Brazil,Susanton,-16.6151,-55.0676,Cloud Environment (AWS)
LOC-012506,USA,New Juanborough,41.1904,-97.2726,Regional Data Center
LOC-012507,Canada,Freemanchester,57.444,-104.7905,Cloud Environment (Azure)
LOC-012508,Canada,South Emily,51.9504,-104.5128,Cloud Environment (AWS)
LOC-012509,Canada,Warestad,54.9197,-101.4349,HQ Data Center
LOC-012510,Canada,Katieshire,59.7732,-108.9974,Remote/VPN Access Point
LOC-012511,USA,Sheltonshire,36.9912,-96.5499,Cloud Environment (Azure)
LOC-012512,India,Lake Timothyberg,24.6814,82.2298,Remote/VPN Access Point
LOC-012513,UAE,North Bradley,24.7689,56.7096,HQ Data Center
LOC-012514,Mexico,North Kristinaville,24.3347,-107.2798,Cloud Environment (AWS)
LOC-012515,Japan,Gregorychester,39.4498,133.3888,Cloud Environment (AWS)
LOC-012516,Australia,Carlsonfurt,-21.3359,137.0169,Branch Office
LOC-012517,South Korea,West Christopher,35.0713,129.0076,Remote/VPN Access Point
LOC-012518,Germany,Morrismouth,52.2504,9.0907,Branch Office
LOC-012519,France,West Michelleton,44.2709,2.9659,Branch Office
LOC-012520,UK,Griffintown,50.9663,0.0665,Colocation Facility
LOC-012521,India,North Jenniferstad,25.0529,77.679,Regional Data Center
LOC-012522,Germany,Mcculloughview,54.2066,15.2962,HQ Data Center
LOC-012523,Australia,Lake Greg,-28.07,136.719,Regional Data Center
LOC-012524,Japan,Nancyshire,38.655,142.5236,HQ Data Center
LOC-012525,South Africa,Hendersonberg,-27.5649,27.8809,Employee Home Network
LOC-012526,India,Lisaborough,18.241,76.7257,Regional Data Center
LOC-012527,Australia,West Dannyville,-26.7116,138.6826,Colocation Facility
LOC-012528,Canada,Mooremouth,58.4526,-109.717,Remote/VPN Access Point
LOC-012529,India,East Deniseview,24.0276,82.8855,Employee Home Network
LOC-012530,Netherlands,Port Sherry,55.0609,9.8254,Remote/VPN Access Point
LOC-012531,USA,Jessechester,32.8957,-94.3109,Branch Office
LOC-012532,Australia,Brooksmouth,-28.2841,129.7565,HQ Data Center
LOC-012533,Germany,Jimenezborough,51.2966,13.2125,Cloud Environment (AWS)
LOC-012534,South Korea,Rebeccaberg,34.8723,130.4586,Employee Home Network
LOC-012535,Brazil,Lloydmouth,-12.3628,-50.6806,Regional Data Center
LOC-012536,UK,Morrisborough,51.1032,-3.3624,Regional Data Center
LOC-012537,France,North Kevinshire,46.6463,6.6501,HQ Data Center
LOC-012538,Singapore,Greeneview,3.3025,100.7112,Remote/VPN Access Point
LOC-012539,UK,South Ritaland,56.2773,-8.1089,Cloud Environment (Azure)
LOC-012540,Australia,Port William,-22.5378,136.6524,Regional Data Center
LOC-012541,Brazil,Millershire,-14.0958,-54.9263,HQ Data Center
LOC-012542,Germany,South Meganfurt,50.9483,7.595,Employee Home Network
LOC-012543,Germany,Claychester,53.6809,6.9855,Regional Data Center
LOC-012544,UAE,Wallview,26.3252,52.9429,Remote/VPN Access Point
LOC-012545,UAE,Hernandezland,21.9719,55.7668,Employee Home Network
LOC-012546,Singapore,Wilsonburgh,1.5571,108.2934,Cloud Environment (AWS)
LOC-012547,Netherlands,Kaylastad,49.0213,10.0418,Regional Data Center
LOC-012548,South Korea,Hendersonbury,37.4461,132.0089,HQ Data Center
LOC-012549,Australia,East Ericborough,-29.7015,129.4941,Cloud Environment (AWS)
LOC-012550,Germany,Conradshire,53.2699,12.5463,Cloud Environment (AWS)
LOC-012551,Brazil,Jenniferstad,-10.4486,-56.9017,Remote/VPN Access Point
LOC-012552,UAE,Amandafurt,26.6216,51.892,Cloud Environment (AWS)
LOC-012553,South Korea,Clarktown,39.4111,132.4218,Cloud Environment (Azure)
LOC-012554,France,Montesland,43.5264,-0.6033,Cloud Environment (AWS)
LOC-012555,India,Lake Victorhaven,24.3406,79.7895,Regional Data Center
LOC-012556,UK,Lake Caitlin,53.5614,0.4049,Colocation Facility
LOC-012557,UK,Randallview,53.61,-4.8246,Cloud Environment (AWS)
LOC-012558,Singapore,Curryland,-0.9586,108.1875,Employee Home Network
LOC-012559,India,Lake Nicholas,16.2203,82.3664,Branch Office
LOC-012560,France,Chelseaborough,42.8954,0.2216,Remote/VPN Access Point
LOC-012561,USA,Santiagobury,37.0527,-96.3997,Cloud Environment (AWS)
LOC-012562,USA,Port Ashleyburgh,40.9384,-97.6339,Branch Office
LOC-012563,UK,Cookport,52.8831,-1.4019,Colocation Facility
LOC-012564,South Korea,Jeffreyton,34.3357,130.3382,Colocation Facility
LOC-012565,South Africa,Brycemouth,-34.7955,19.172,Colocation Facility
LOC-012566,South Korea,Onealfurt,36.5436,127.9295,HQ Data Center
LOC-012567,India,North Bryan,16.3639,75.6099,Branch Office
LOC-012568,Germany,Harrisberg,55.937,5.6808,Colocation Facility
LOC-012569,Brazil,Port Vickistad,-13.438,-53.1099,Regional Data Center
LOC-012570,France,South Jonathonmouth,51.4729,3.3937,Branch Office
LOC-012571,UK,Bergton,52.5921,-1.1662,Branch Office
LOC-012572,Japan,Maryhaven,36.2542,134.2473,Branch Office
LOC-012573,Singapore,North Jamesstad,-0.8324,107.7291,Cloud Environment (Azure)
LOC-012574,Netherlands,Port Sarah,52.1857,7.791,Remote/VPN Access Point
LOC-012575,France,Goodmanbury,47.6309,-2.5539,Branch Office
LOC-012576,UAE,Diazburgh,25.1634,57.4441,HQ Data Center
LOC-012577,Australia,Weeksburgh,-22.9732,132.4472,Remote/VPN Access Point
LOC-012578,UK,Beverlyside,55.6252,-7.7491,Branch Office
LOC-012579,Japan,Alexanderfort,32.7288,142.7791,Employee Home Network
LOC-012580,UK,West Michaelhaven,51.2359,-1.4345,Employee Home Network
LOC-012581,UK,South Christopherburgh,55.0467,1.099,Cloud Environment (AWS)
LOC-012582,India,Lynchville,23.9205,77.6897,Cloud Environment (AWS)
LOC-012583,Mexico,Kellyside,28.2093,-104.0545,Employee Home Network
LOC-012584,Mexico,Port Shelley,27.3268,-102.4635,Cloud Environment (AWS)
LOC-012585,Australia,North Dianeshire,-26.8787,129.6859,Remote/VPN Access Point
LOC-012586,Canada,East Kimberly,54.7033,-101.6001,Regional Data Center
LOC-012587,UK,East Tinafurt,56.6051,-5.8761,Regional Data Center
LOC-012588,UK,South Lisa,51.7554,-3.5969,Cloud Environment (Azure)
LOC-012589,UAE,Smithland,21.479,51.4927,Employee Home Network
LOC-012590,Mexico,South Katherine,25.0656,-105.8371,HQ Data Center
LOC-012591,France,Charlesfort,43.2244,5.7995,Cloud Environment (AWS)
LOC-012592,France,Millerberg,50.8952,6.7781,Colocation Facility
LOC-012593,Australia,New Josephstad,-22.5251,135.3128,Branch Office
LOC-012594,South Korea,Lake Brittanychester,33.5348,123.0944,Regional Data Center
LOC-012595,South Africa,South Ryanstad,-30.6531,25.4726,Branch Office
LOC-012596,USA,Angelaburgh,35.0003,-91.1248,Colocation Facility
LOC-012597,UK,East Heather,57.5948,-6.1646,Branch Office
LOC-012598,India,Nicoleside,24.4308,76.7692,Cloud Environment (AWS)
LOC-012599,Germany,Angelatown,46.3223,6.6072,Branch Office
LOC-012600,USA,Leeberg,34.9071,-97.6892,Remote/VPN Access Point
LOC-012601,UK,New Kimberly,51.2146,-5.9527,Employee Home Network
LOC-012602,UAE,New Sarah,25.203,55.6174,Regional Data Center
LOC-012603,Australia,West Stephanie,-23.6365,134.9468,Cloud Environment (Azure)
LOC-012604,Mexico,Rosefort,23.4187,-102.8102,Cloud Environment (Azure)
LOC-012605,Japan,West Jessicaborough,31.7355,136.3107,Employee Home Network
LOC-012606,Japan,Leahchester,37.4343,139.7579,Employee Home Network
LOC-012607,South Korea,Toddburgh,32.7461,126.7954,Colocation Facility
LOC-012608,France,Foxport,49.4012,-2.3331,Branch Office
LOC-012609,Australia,Adamsview,-30.1202,133.2534,Colocation Facility
LOC-012610,Netherlands,Manuelmouth,50.0322,6.5169,Employee Home Network
LOC-012611,UK,New John,57.3839,-1.3705,Branch Office
LOC-012612,Germany,North Yolandastad,51.8131,10.5118,HQ Data Center
LOC-012613,Brazil,New Amyside,-18.1032,-55.8657,Remote/VPN Access Point
LOC-012614,Brazil,Stewartport,-16.0932,-50.3437,Regional Data Center
LOC-012615,France,Karenmouth,43.4435,-2.6569,Cloud Environment (AWS)
LOC-012616,UK,Lake Alexanderhaven,59.2217,-0.5534,Employee Home Network
LOC-012617,South Africa,North Aaronside,-27.452,18.0196,Remote/VPN Access Point
LOC-012618,UK,Tuckerfort,51.664,-1.4391,Branch Office
LOC-012619,Germany,Jonchester,52.6552,14.5494,Branch Office
LOC-012620,Netherlands,New Jasonside,52.6517,8.3733,Branch Office
LOC-012621,Germany,Bennettfurt,47.2828,14.4014,Cloud Environment (AWS)
LOC-012622,Japan,Paulmouth,41.0532,140.6394,Employee Home Network
LOC-012623,Singapore,East Jesus,3.1342,107.932,Colocation Facility
LOC-012624,Canada,Ramosshire,55.996,-106.4694,Cloud Environment (AWS)
LOC-012625,Canada,Dicksonborough,61.0905,-103.2759,Regional Data Center
LOC-012626,Mexico,Rayberg,19.3139,-106.4534,Regional Data Center
LOC-012627,Brazil,Port Michelle,-13.7835,-52.3888,Branch Office
LOC-012628,Canada,Gillespieburgh,51.7307,-109.3743,Cloud Environment (AWS)
LOC-012629,Australia,New Sarastad,-23.8026,138.1329,Colocation Facility
LOC-012630,India,East Jefferyport,17.4114,76.9771,Branch Office
LOC-012631,Japan,New Olivia,39.9056,140.4919,Remote/VPN Access Point
LOC-012632,Australia,Sanchezmouth,-22.3045,134.1524,Remote/VPN Access Point
LOC-012633,South Korea,West Tamaraville,34.6711,128.5745,Branch Office
LOC-012634,Brazil,Alantown,-18.5431,-54.1138,Employee Home Network
LOC-012635,Australia,Thomaschester,-21.6313,133.9667,HQ Data Center
LOC-012636,Australia,New Timothyshire,-23.813,133.3703,Cloud Environment (AWS)
LOC-012637,USA,Martinland,40.9799,-92.5215,Employee Home Network
LOC-012638,UAE,Michaelshire,21.0058,51.9159,HQ Data Center
LOC-012639,India,Hayeschester,17.1552,78.8364,Remote/VPN Access Point
LOC-012640,Netherlands,Smithside,52.2222,2.8462,Remote/VPN Access Point
LOC-012641,Singapore,Beverlyside,5.724,103.2354,Branch Office
LOC-012642,Japan,South Karenfort,35.1021,142.8217,Remote/VPN Access Point
LOC-012643,Singapore,South Ryan,1.7394,102.7922,Employee Home Network
LOC-012644,USA,New Scott,33.2855,-95.4726,Colocation Facility
LOC-012645,USA,Alexandriaport,37.351,-93.3146,Employee Home Network
LOC-012646,France,Rebeccastad,43.806,5.1246,Employee Home Network
LOC-012647,Singapore,Wilsonville,2.2333,103.2013,Remote/VPN Access Point
LOC-012648,Australia,Susanview,-23.2718,133.4032,Branch Office
LOC-012649,South Korea,Brownchester,40.7845,129.1891,Cloud Environment (AWS)
LOC-012650,France,Port Anne,46.7683,4.9202,Cloud Environment (AWS)
LOC-012651,Australia,West Timothy,-26.1205,132.046,Remote/VPN Access Point
LOC-012652,USA,Woodsview,40.2849,-92.8015,Remote/VPN Access Point
LOC-012653,France,South Danielle,49.2782,3.2176,Regional Data Center
LOC-012654,France,East Jeffreyview,45.9853,1.456,HQ Data Center
LOC-012655,South Korea,Wallacefurt,35.5106,130.6038,HQ Data Center
LOC-012656,Brazil,Port Mercedesland,-10.3006,-50.5059,Remote/VPN Access Point
LOC-012657,France,Riverafort,48.0024,0.2622,Branch Office
LOC-012658,India,East Jessica,25.5038,74.6753,Branch Office
